"id","entity-name","2015","2016"
"d314","Abim",3.68885629407501,0
"d301","Adjumani",0,0.750270601736362
"d322","Agago",0,0.0952466374229282
"d323","Alebtong",0,0
"d315","Amolatar",0,0
"d324","Amudat",0,0
"d216","Amuria",0,0
"d316","Amuru",10.6500135342897,0
"d302","Apac",0.173232154467467,0.158449484051692
"d303","Arua",0,0
"d217","Budaka",0,0.168145038524112
"d218","Bududa",0,0
"d201","Bugiri",0,
"d420","Buhweju",0,0
"d117","Buikwe",0,0
"d219","Bukedea",0,0
"d118","Bukomansimbi",0,0
"d220","Bukwo",0,0
"d225","Bulambuli",0,0
"d416","Buliisa",1.07872868183263,0
"d401","Bundibugyo",0.721807662868089,0.335235837238973
"d402","Bushenyi",0,0
"d202","Busia",0,0
"d221","Butaleja",0,0
"d119","Butambala",0,0
"d120","Buvuma",0,0
"d226","Buyende",0,0
"d317","Dokolo",0,0
"d121","Gomba",0,0
"d304","Gulu",8.26342320125051,2.46352925651602
"d403","Hoima",0,0
"d417","Ibanda",0,0
"d203","Iganga",0,0
"d418","Isingiro",0,0
"d204","Jinja",0,0
"d318","Kaabong",0,0
"d404","Kabale",0,0
"d405","Kabarole",0.858302329339347,0
"d213","Kaberamaido",0,0
"d101","Kalangala",15.7418685936068,10.9808803310213
"d222","Kaliro",0,0
"d122","Kalungu",0,0.116600405055806
"d102","Kampala",,
"d205","Kamuli",0,0
"d413","Kamwenge",0,0
"d414","Kanungu",0,0
"d206","Kapchorwa",0,0
"d406","Kasese",0,0.0391382013565366
"d207","Katakwi",0,0
"d112","Kayunga",0,0
"d407","Kibaale",0,0
"d103","Kiboga",0,0
"d227","Kibuku",0,0
"d419","Kiruhura",0,0
"d421","Kiryandongo",0,0
"d408","Kisoro",0.0374877426031678,0.034288746751401
"d305","Kitgum",0,0
"d319","Koboko",0,1.01087457408651
"d325","Kole",0,0
"d306","Kotido",2.10878190176003,3.51035009762124
"d208","Kumi",0,0
"d228","Kween",0,0
"d123","Kyankwanzi",0,0
"d422","Kyegegwa",0,1.48468604582094
"d415","Kyenjojo",0.595148721090793,0.544362033022973
"d326","Lamwo",10.9490265287479,0
"d307","Lira",0.530554069681689,0.485279530587241
"d229","Luuka",,
"d104","Luwero",0,0
"d124","Lwengo",0,0
"d114","Lyantonde",0,0
"d223","Manafwa",0,0
"d320","Maracha",0,0.00749968883006575
"d105","Masaka",0,0.252457588089608
"d409","Masindi",0,0
"d214","Mayuge",0,0
"d209","Mbale",0.000534569306269289,0.000488952129173839
"d410","Mbarara",0,0
"d423","Mitooma",0,0
"d115","Mityana",,
"d308","Moroto",,
"d309","Moyo",0,0
"d106","Mpigi",0,0
"d107","Mubende",,
"d108","Mukono",0,
"d311","Nakapiripirit",0,0
"d116","Nakaseke",0,0
"d109","Nakasongola",0,0
"d230","Namayingo",0,0
"d224","Namutumba",0,0
"d327","Napak",0.820176668923783,0
"d310","Nebbi",0,0
"d231","Ngora",0,0
"d424","Ntoroko",0,0
"d411","Ntungamo",0,0
"d328","Nwoya",15.0151000412612,0
"d329","Otuke",0.103248195175434,0.094437567350628
"d321","Oyam",2.95938969347587,0
"d312","Pader",0,0
"d210","Pallisa",0,0
"d110","Rakai",0,0
"d425","Rubirizi",0.0592143945126478,0.255455604680429
"d412","Rukungiri",0,0
"d232","Serere",0,0
"d426","Sheema",0.217515521445132,0.198953954317346
"d215","Sironko",0,0
"d211","Soroti",0,0
"d111","Ssembabule",0,0
"d212","Tororo",0,0
"d113","Wakiso",0,0
"d313","Yumbe",0,0
"d330","Zombo",0,0
