"id","2014"
"d101",44.4
"d102",64.2
"d103",127.5
"d104",120.4
"d105",132.2
"d106",120.5
"d107",110.3
"d108",120.5
"d109",116
"d110",116
"d111",131.5
"d112",116.9
"d113",91.3
"d114",131.5
"d115",110.3
"d116",
"d117",120.5
"d118",132.2
"d119",120.5
"d120",
"d121",
"d122",132.2
"d123",127.5
"d124",132.2
"d201",123
"d202",115.9
"d203",132.8
"d204",105.4
"d205",116.9
"d206",115.8
"d207",119.1
"d208",110.2
"d209",115.1
"d210",116.7
"d211",127.6
"d212",113.7
"d213",131
"d214",129.3
"d215",123.6
"d216",119.1
"d217",115.1
"d218",115.1
"d219",110.2
"d220",115.8
"d221",113.7
"d222",116.9
"d223",115.1
"d224",132.8
"d225",123.6
"d226",116.9
"d227",116.7
"d228",115.8
"d229",132.8
"d230",123
"d231",110.2
"d232",127.6
"d301",104.6
"d302",119.2
"d303",103.2
"d304",104.9
"d305",104.5
"d306",113.2
"d307",113.2
"d308",87
"d309",100.5
"d310",102.8
"d311",112.6
"d312",101.5
"d313",115.5
"d314",
"d315",113.2
"d316",104.9
"d317",113.2
"d318",
"d319",103.2
"d320",103.2
"d321",119.2
"d322",101.5
"d323",113.2
"d324",112.6
"d325",119.2
"d326",104.5
"d327",87
"d328",104.9
"d329",113.2
"d330",102.8
"d401",108.3
"d402",112.6
"d403",108.4
"d404",108.4
"d405",109.4
"d406",123.1
"d407",109
"d408",102.6
"d409",112.7
"d410",111
"d411",
"d412",120.8
"d413",110.3
"d414",121.7
"d415",108.3
"d416",112.7
"d417",111
"d418",111
"d419",111
"d420",112.6
"d421",112.7
"d422",108.3
"d423",112.6
"d424",108.3
"d425",112.6
"d426",112.6
